									Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count	Exclusive Unique Peptide Count
1775	true	Empty	Histone-like protein HLP-1 precursor (DN	sp|P0AEU7|HLPA_ECOLI		18 kDa	true	unknown	0	0	1	2	0	0	0	0	0	0	0	0	0	2	2	0
1776	true	Empty	Ubiquitin carboxyl-terminal hydrolase OS=Dictyostelium discoideum GN=usp14 PE=3 SV=1	tr|Q55BC4|Q55BC4_DICDI		58 kDa	true	unknown	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1
1777	true	Empty	Protein ais.	sp|P45565|AIS_ECOLI		22 kDa		unknown	0	0	3	2	0	0	0	0	0	0	2	0	0	1	0	0
1778	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190199 PE=4 SV=1	tr|Q55E81|Q55E81_DICDI		37 kDa	true	unknown	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0
1779	true	Empty	Phosphatidylinositol transfer protein 2 OS=Dictyostelium discoideum GN=pitB PE=2 SV=1	sp|Q9NCL7|PITP2_DICDI		30 kDa	true	unknown	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1780	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218187 PE=4 SV=1	tr|Q54WC4|Q54WC4_DICDI		43 kDa	true	unknown	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
1781	true	Empty	Probable 28S ribosomal protein S10, mitochondrial OS=Dictyostelium discoideum GN=mrps10 PE=3 SV=1	sp|Q54WA4|RT10_DICDI		15 kDa	true	unknown	2	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0
1782	true	Empty	Xaa-Pro aminopeptidase (EC 3.4.11.9) (X-	sp|P15034|AMPP_ECOLI		50 kDa		unknown	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0
1783	true	Empty	Probable glycerol kinase OS=Dictyostelium discoideum GN=gk PE=3 SV=1	sp|Q54VT8|GLPK_DICDI		60 kDa	true	unknown	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
1784	true	Empty	ADP-ribosylation factor-like protein 2 OS=Dictyostelium discoideum GN=arl2 PE=3 SV=1	sp|Q54UF1|ARL2_DICDI		21 kDa		unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1785	true	Empty	60S ribosomal protein L38 OS=Dictyostelium discoideum GN=rpl38 PE=3 SV=1	sp|Q55GJ7|RL38_DICDI		9 kDa		unknown	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1786	true	Empty	Nucleoporin 133 OS=Dictyostelium discoideum GN=nup133 PE=4 SV=1	tr|Q54KA3|Q54KA3_DICDI		138 kDa	true	unknown	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
1787	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167901 PE=3 SV=1	tr|Q86A74|Q86A74_DICDI		48 kDa	true	unknown	1	0	0	0	1	1	1	0	0	2	0	2	0	0	1	1
1788	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183832 PE=3 SV=1	tr|Q54ET7|Q54ET7_DICDI		58 kDa		unknown	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0
1789	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0215298 PE=4 SV=1	tr|Q54XE5|Q54XE5_DICDI		45 kDa		unknown	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	1
1790	true	Empty	Protein hflK.	sp|P0ABC7|HFLK_ECOLI		46 kDa	true	unknown	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
1791	true	Empty	Isochorismatase family protein 2B OS=Dictyostelium discoideum GN=DDB_G0283199 PE=3 SV=1	sp|Q54RC7|ISC2B_DICDI		24 kDa		unknown	2	2	0	0	0	0	3	0	0	2	0	0	0	0	0	0
1792	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191014 PE=4 SV=1	tr|Q55BS7|Q55BS7_DICDI		26 kDa	true	unknown	2	2	0	0	2	1	2	0	0	1	0	0	0	0	1	0
1793	true	Empty	Putative binding protein yliB precursor.	sp|P75797|YLIB_ECOLI		56 kDa		unknown	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0
1794	true	Empty	NADH-ubiquinone oxidoreductase subunit 9 OS=Dictyostelium discoideum GN=nad9 PE=3 SV=1	sp|Q2LCR4|NDUS3_DICCI		25 kDa		unknown	1	1	0	0	0	0	2	0	0	0	1	0	0	0	2	0
1795	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0215292 PE=4 SV=1	rtr|Q54XF1|Q54XF1_DICDI		?		unknown	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1
1796	true	Empty	OB fold-containing protein, nucleic acid binding OS=Dictyostelium discoideum GN=DDB_G0279755 PE=4 SV=1	tr|Q54WC8|Q54WC8_DICDI		62 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
1797	true	Empty	Ubiquitin system component Cue domain containing protein OS=Dictyostelium discoideum GN=DDB_0191017 PE=4 SV=1	tr|Q55BS4|Q55BS4_DICDI		107 kDa	true	unknown	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0
1798	true	Empty	TatD-related DNAse OS=Dictyostelium discoideum GN=DDB_0190416 PE=4 SV=2	tr|Q55DK1|Q55DK1_DICDI		39 kDa		unknown	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1
1799	true	Empty	Dolichol-phosphate mannosyltransferase OS=Dictyostelium discoideum GN=dpm1 PE=3 SV=1	sp|Q54LP3|DPM1_DICDI		29 kDa		unknown	0	0	0	0	0	3	0	0	0	2	2	0	0	2	2	2
1800	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217700 PE=4 SV=1	tr|Q553A3|Q553A3_DICDI		148 kDa	true	unknown	0	0	0	0	0	1	0	2	1	1	1	1	0	1	0	1
1801	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187774 PE=4 SV=1	tr|Q54JF5|Q54JF5_DICDI		15 kDa		unknown	1	1	2	0	3	0	0	0	0	1	0	0	0	0	1	0
1802	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204127 PE=4 SV=1	tr|Q54U48|Q54U48_DICDI		74 kDa	true	unknown	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0
1803	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167952 PE=4 SV=1	tr|Q556G9|Q556G9_DICDI		46 kDa	true	unknown	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	3
1804	true	Empty	Acyl carrier protein (ACP) (Cytosolic-ac	sp|P0A6A8|ACP_ECOLI		9 kDa		unknown	1	1	0	0	0	5	0	0	0	0	0	1	0	1	0	0
1805	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0169405 PE=4 SV=2	tr|Q86AD3|Q86AD3_DICDI		64 kDa		unknown	0	0	0	0	0	0	0	2	0	1	0	2	1	1	0	0
1806	true	Empty	PhoH-like protein.	sp|P0A9K3|PHOL_ECOLI		41 kDa	true	unknown	0	0	0	1	0	1	0	0	0	0	3	1	0	3	0	0
1807	true	Empty	SAP DNA-binding domain-containing protein OS=Dictyostelium discoideum GN=PNKP PE=4 SV=1	tr|Q54U78|Q54U78_DICDI		61 kDa	true	unknown	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0
1808	true	Empty	Peroxisomal targeting signal 2 receptor OS=Dictyostelium discoideum GN=pex7 PE=3 SV=1	sp|Q54WA3|PEX7_DICDI		37 kDa	true	unknown	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1
1809	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204675 PE=4 SV=1	tr|Q54TE6|Q54TE6_DICDI		51 kDa	true	unknown	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
1810	true	Empty	Peroxidase/catalase HPI (EC 1.11.1.6) (C	sp|P13029|CATA_ECOLI		80 kDa	true	unknown	0	0	0	0	0	1	0	0	0	0	2	0	2	1	0	0
1811	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0203539 PE=4 SV=1	tr|Q552K6|Q552K6_DICDI		25 kDa	true	unknown	0	0	1	0	0	0	0	0	0	4	0	0	0	2	1	0
1812	true	Empty	Hypothetical symporter ydjN.	sp|P77529|YDJN_ECOLI		49 kDa		unknown	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
1813	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191845 PE=4 SV=1	tr|Q54C42|Q54C42_DICDI		74 kDa		unknown	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
1814	true	Empty	TPR repeat-containing protein DDB_G0285095 OS=Dictyostelium discoideum GN=DDB_G0285095 PE=4 SV=1	sp|Q54NS3|Y5095_DICDI		30 kDa		unknown	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
1815	true	Empty	Peptidyl-prolyl cis-trans isomerase B (E	sp|P23869|PPIB_ECOLI		18 kDa		unknown	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0
1816	true	Empty	Protein transport protein sec1 OS=Dictyostelium discoideum GN=sec1 PE=3 SV=1	sp|Q54QC8|SEC1_DICDI		68 kDa		unknown	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1817	true	Empty	Uncharacterized protein family, carbohydrate kinase-related OS=Dictyostelium discoideum GN=DDB_0189092 PE=4 SV=1	tr|Q54FJ9|Q54FJ9_DICDI		33 kDa		unknown	0	0	1	0	2	0	2	0	0	3	0	0	0	0	0	0
1818	true	Empty	Phospholipase D Z OS=Dictyostelium discoideum GN=pldZ PE=3 SV=1	sp|Q54SA1|PLDZ_DICDI		47 kDa	true	unknown	0	0	2	0	3	0	4	0	0	0	0	0	0	0	0	0
1819	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206285 PE=4 SV=1	tr|Q54XI0|Q54XI0_DICDI		160 kDa	true	unknown	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1820	true	Empty	Small heat shock protein ibpB (16 kDa he	sp|P0C058|IBPB_ECOLI		16 kDa	true	unknown	0	0	1	2	0	0	0	0	0	0	0	1	1	0	2	0
1821	true	Empty	FKBP-type peptidyl-prolyl cis-trans isom	sp|P45523|FKBA_ECOLI		29 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0
1822	true	Empty	Tyrosine aminotransferase OS=Dictyostelium discoideum GN=tat PE=3 SV=1	sp|Q54K95|ATTY_DICDI		46 kDa		unknown	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0
1823	true	Empty	Density-regulated protein homolog OS=Dictyostelium discoideum GN=denr PE=3 SV=1	sp|Q54WG0|DENR_DICDI		25 kDa		unknown	0	1	1	0	1	1	0	0	0	2	0	0	0	0	2	0
1824	true	Empty	COMM domain-containing protein 7 OS=Dictyostelium discoideum GN=commd7 PE=4 SV=1	sp|Q86I14|COMD7_DICDI		24 kDa	true	unknown	1	1	0	0	2	0	2	0	0	2	0	1	0	0	1	0
1825	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168564 PE=4 SV=1	tr|Q86I87|Q86I87_DICDI		75 kDa		unknown	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1826	true	Empty	SMAD/FHA domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0291872 PE=4 SV=1	tr|Q54E19|Q54E19_DICDI		102 kDa	true	unknown	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0
1827	true	Empty	Hypothetical protein yraM.	sp|P45464|YRAM_ECOLI		73 kDa	true	unknown	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0
1828	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188678 PE=4 SV=1	tr|Q54GQ2|Q54GQ2_DICDI		33 kDa		unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
1829	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218082 PE=4 SV=1	tr|Q54YD3|Q54YD3_DICDI		38 kDa		unknown	0	0	0	0	2	0	1	0	0	2	0	0	0	0	2	1
1830	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188013 PE=4 SV=1	tr|Q54IQ1|Q54IQ1_DICDI		47 kDa		unknown	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1831	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0184302 PE=4 SV=1	tr|Q54DG6|Q54DG6_DICDI		145 kDa	true	unknown	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
1832	true	Empty	Rho GTPase-activating protein gacJJ OS=Dictyostelium discoideum GN=gacJJ PE=3 SV=1	sp|Q54FG5|GACJJ_DICDI		97 kDa	true	unknown	0	0	2	0	0	3	0	0	0	4	0	0	0	0	0	0
1833	true	Empty	Putative uncharacterized protein adprt2 OS=Dictyostelium discoideum GN=adprt2 PE=2 SV=1	tr|Q8I7C6|Q8I7C6_DICDI		78 kDa	true	unknown	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1834	true	Empty	Uncharacterized 4-hydroxyphenylpyruvate dioxygenase-like protein OS=Dictyostelium discoideum GN=hpdl-1 PE=3 SV=1	sp|Q557J8|HPDL_DICDI		57 kDa		unknown	0	0	4	0	1	0	0	0	0	3	1	0	0	0	0	1
1835	true	Empty	Uncharacterized protein DDB_G0288629 OS=Dictyostelium discoideum GN=DDB_G0288629 PE=4 SV=1	sp|Q54IN6|Y8028_DICDI		30 kDa		unknown	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1836	true	Empty	Protein FAM45 homolog OS=Dictyostelium discoideum GN=fam45 PE=3 SV=1	sp|Q55FE3|FAM45_DICDI		42 kDa	true	unknown	1	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0
1837	true	Empty	Mitochondrial DNA repair protein recA homolog OS=Dictyostelium discoideum GN=recA PE=3 SV=1	sp|Q75JL2|RECAM_DICDI		50 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1838	true	Empty	Mitochondrial translation elongation factor G OS=Dictyostelium discoideum GN=gfm2 PE=4 SV=1	tr|Q55G92|Q55G92_DICDI		85 kDa	true	unknown	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0
1839	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186033 PE=4 SV=1	tr|Q54PK7|Q54PK7_DICDI		44 kDa		unknown	2	1	1	0	5	1	0	0	0	2	0	0	0	0	0	1
1840	true	Empty	50S ribosomal protein L28.	sp|P0A7M2|RL28_ECOLI		9 kDa		unknown	0	0	3	0	0	0	0	0	0	1	1	0	0	1	1	0
1841	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217857 PE=4 SV=1	tr|Q550W5|Q550W5_DICDI		32 kDa		unknown	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1842	true	Empty	tRNA (guanine-N(7)-)-methyltransferase subunit WDR4 OS=Dictyostelium discoideum GN=wdr4 PE=3 SV=1	sp|Q54UI3|WDR4_DICDI		53 kDa	true	unknown	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0
1843	true	Empty	Eukaryotic translation initiation factor 3 subunit H OS=Dictyostelium discoideum GN=eif3h PE=3 SV=1	sp|Q54UD0|EIF3H_DICDI		37 kDa	true	unknown	0	0	0	0	0	0	3	0	0	0	0	1	0	0	3	0
1844	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167144 PE=4 SV=1	tr|Q86IE7|Q86IE7_DICDI		34 kDa		unknown	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1
1845	true	Empty	UDP-N-acetylglucosamine 1-carboxyvinyltr	sp|P0A749|MURA_ECOLI		45 kDa	true	unknown	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0
1846	true	Empty	Putative uncharacterized protein mapbpip OS=Dictyostelium discoideum GN=mapbpip PE=4 SV=2	tr|Q54F59|Q54F59_DICDI		14 kDa		unknown	0	0	2	0	1	0	0	0	0	1	0	0	0	3	2	0
1847	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204554 PE=4 SV=1	tr|Q54TR3|Q54TR3_DICDI		16 kDa		unknown	3	3	3	0	1	0	0	0	0	0	0	0	0	2	0	0
1848	true	Empty	D-lactate dehydrogenase (EC 1.1.1.28) (D	sp|P52643|LDHD_ECOLI		37 kDa		unknown	0	1	0	0	0	0	0	0	0	0	4	0	1	3	0	0
1849	true	Empty	Phosphoribosylglycinamide formyltransferase OS=Dictyostelium discoideum GN=purN PE=3 SV=1	sp|Q54I60|PUR3_DICDI		23 kDa	true	unknown	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1
1850	true	Empty	Protein ygfZ.	sp|P0ADE8|YGFZ_ECOLI		36 kDa	true	unknown	0	1	0	0	0	0	0	0	0	0	4	1	0	1	0	0
1851	true	Empty	Protein LTV1 homolog OS=Dictyostelium discoideum GN=ltv1 PE=3 SV=2	sp|Q8T1D4|LTV1_DICDI		58 kDa	true	unknown	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
1852	true	Empty	Cytosolic Fe-S cluster assembly factor NUBP1 homolog OS=Dictyostelium discoideum GN=nubp1 PE=3 SV=1	sp|Q8T2F3|NUBP1_DICDI		34 kDa	true	unknown	0	0	0	0	0	1	0	0	0	1	1	1	0	0	3	0
1853	true	Empty	Quinoprotein glucose dehydrogenase (EC 1	sp|P15877|DHG_ECOLI		87 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
1854	true	Empty	3-oxoacyl-[acyl-carrier-protein] reducta	sp|P0AEK2|FABG_ECOLI		26 kDa		unknown	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
1855	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0192224 PE=4 SV=1	tr|Q54B13|Q54B13_DICDI		13 kDa		unknown	0	0	2	0	1	0	0	0	0	1	0	0	0	0	3	1
1856	true	Empty	Outer membrane protein tolC precursor.	sp|P02930|TOLC_ECOLI		54 kDa	true	unknown	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0
1857	true	Empty	Enolase superfamily member DDB_G0284701 OS=Dictyostelium discoideum GN=DDB_G0284701 PE=3 SV=1	sp|P0CC06|Y4701_DICDI		50 kDa	true	unknown	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0
1858	true	Empty	Mitochondrial GTPase OS=Dictyostelium discoideum GN=gemA PE=4 SV=1	tr|Q55G45|Q55G45_DICDI		75 kDa	true	unknown	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1
1859	true	Empty	Hypothetical protein yrbD precursor.	sp|P64604|YRBD_ECOLI		20 kDa	true	unknown	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0
1860	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186526 PE=4 SV=1	tr|Q54N59|Q54N59_DICDI		79 kDa	true	unknown	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1861	true	Empty	Flagellar fliJ protein.	rsp|P52613|FLIJ_ECOLI		?		unknown	0	1	2	0	0	0	0	0	0	0	0	2	1	1	0	0
1862	true	Empty	Putative ras-related protein Rab-5B OS=Dictyostelium discoideum GN=rab5B PE=5 SV=1	rsp|Q54RX9|RAB5B_DICDI		23 kDa		unknown	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1863	true	Empty	Uncharacterized transmembrane protein DDB_G0282483 OS=Dictyostelium discoideum GN=DDB_G0282483 PE=4 SV=1	sp|Q54SG3|Y4788_DICDI		40 kDa		unknown	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	1
1864	true	Empty	Probable 4-coumarate--CoA ligase 1 OS=Dictyostelium discoideum GN=4cl1 PE=3 SV=1	sp|Q54P77|4CL1_DICDI		61 kDa		unknown	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
1865	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191757 PE=3 SV=1	tr|Q54CB8|Q54CB8_DICDI		64 kDa	true	unknown	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0
1866	true	Empty	Ubiquitin fusion degradation protein 1 homolog OS=Dictyostelium discoideum GN=ufd1 PE=3 SV=1	sp|Q55BK0|UFD1_DICDI		36 kDa	true	unknown	1	1	0	0	0	3	0	0	0	1	0	0	0	0	2	0
1867	true	Empty	Beta-lactamase family protein OS=Dictyostelium discoideum GN=DDB_G0294597 PE=4 SV=1	tr|B0G0Z7|B0G0Z7_DICDI		49 kDa		unknown	0	0	0	0	3	1	2	0	0	0	0	0	0	0	1	0
1868	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218551 PE=4 SV=1	tr|Q54QE3|Q54QE3_DICDI		100 kDa	true	unknown	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
1869	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206412 PE=4 SV=1	tr|Q54VS8|Q54VS8_DICDI		101 kDa	true	unknown	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0
1870	true	Empty	Eukaryotic translation initiation factor 3 subunit G OS=Dictyostelium discoideum GN=eif3g PE=3 SV=1	sp|Q54WM4|EIF3G_DICDI		27 kDa		unknown	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	3
1871	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0201905 PE=4 SV=1	tr|Q55CS1|Q55CS1_DICDI		16 kDa		unknown	0	0	1	0	1	0	0	0	0	4	0	1	0	0	2	2
1872	true	Empty	Rab escort protein OS=Dictyostelium discoideum GN=DDB_G0280143 PE=4 SV=1	tr|Q54VT9|Q54VT9_DICDI		75 kDa		unknown	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0
1873	true	Empty	UPF0663 protein OS=Dictyostelium discoideum GN=DDB_G0288009 PE=3 SV=1	sp|Q54JJ6|U663_DICDI		104 kDa	true	unknown	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
1874	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185564 PE=4 SV=1	tr|Q54QX1|Q54QX1_DICDI		71 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1875	true	Empty	Putative synaptobrevin homolog YKT6 OS=Dictyostelium discoideum GN=ykt6 PE=1 SV=1	sp|Q54ES8|YKT6_DICDI		23 kDa		unknown	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2
1876	true	Empty	Peptidase C1A family protein OS=Dictyostelium discoideum GN=DDB_0206429 PE=3 SV=1	tr|Q54VR1|Q54VR1_DICDI		32 kDa		unknown	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0
1877	true	Empty	Protein pmbA (Protein tldE).	sp|P0AFK0|PMBA_ECOLI		48 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
1878	true	Empty	Aromatic-amino-acid aminotransferase (EC	sp|P04693|TYRB_ECOLI		44 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
1879	true	Empty	FK506-binding protein 2 OS=Dictyostelium discoideum GN=fkbp2 PE=3 SV=1	sp|Q54SR7|FKBP2_DICDI		14 kDa	true	unknown	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0
1880	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218318 PE=4 SV=1	tr|Q54TU0|Q54TU0_DICDI		155 kDa	true	unknown	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1881	true	Empty	WD40 repeat-containing protein OS=Dictyostelium discoideum GN=utp5 PE=4 SV=1	tr|Q8T2Q3|Q8T2Q3_DICDI		65 kDa	true	unknown	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1882	true	Empty	Probable myosin light chain kinase DDB_G0282429 OS=Dictyostelium discoideum GN=DDB_G0282429 PE=3 SV=1	sp|Q54SJ5|MYLKC_DICDI		35 kDa	true	unknown	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0
1883	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0217941 PE=4 SV=1	tr|Q54ZX6|Q54ZX6_DICDI		34 kDa	true	unknown	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0	0
1884	true	Empty	Probable serine/threonine-protein kinase DDB_G0292350 OS=Dictyostelium discoideum GN=DDB_G0292350 PE=3 SV=1	sp|Q54DC8|Y2350_DICDI		139 kDa	true	unknown	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
1885	true	Empty	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Dictyostelium discoideum GN=sdhC PE=3 SV=1	sp|Q8T2T5|C560_DICDI		21 kDa		unknown	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0
1886	true	Empty	Uncharacterized protein DDB_G0292160 OS=Dictyostelium discoideum GN=DDB_G0292160 PE=4 SV=1	sp|Q1ZXA8|Y1625_DICDI		19 kDa	true	unknown	1	1	0	0	2	0	0	0	0	0	0	2	0	1	3	0
1887	true	Empty	Aminomethyltransferase (EC 2.1.2.10) (Gl	sp|P27248|GCST_ECOLI		40 kDa	true	unknown	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1888	true	Empty	Sulfite reductase [NADPH] flavoprotein a	sp|P38038|CYSJ_ECOLI		66 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
1889	true	Empty	DNAJ heat shock N-terminal domain-containing protein OS=Dictyostelium discoideum GN=DDB_0189699 PE=4 SV=1	tr|Q55FR3|Q55FR3_DICDI		46 kDa		unknown	0	0	0	0	2	1	0	0	0	1	0	1	0	5	0	1
1890	true	Empty	Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186662 PE=4 SV=1	tr|Q54MS4|Q54MS4_DICDI		109 kDa	true	unknown	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1
1891	true	Empty	Threonine dehydratase biosynthetic (EC 4	sp|P04968|THD1_ECOLI		56 kDa	true	unknown	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
1892	true	Empty	Cytosol aminopeptidase (EC 3.4.11.1) (Le	sp|P68767|AMPA_ECOLI		55 kDa		unknown	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0
1893	true	Empty	Inner membrane protein oxaA.	sp|P25714|OXAA_ECOLI		62 kDa	true	unknown	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0
1894	true	Empty	Exportin-6 OS=Dictyostelium discoideum GN=xpo6 PE=3 SV=1	sp|Q54CB2|XPO6_DICDI		120 kDa	true	unknown	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
